seqnames,start,end,width,strand,lociPairKey,readPairKey,sampleName,ID
chr3,89995557,89995869,313,+,1:1,70:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:18764:8403
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:19149:10503
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:22191:12594
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:4723:14477
chr6,152785804,152785994,191,+,2:2,67:61,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:10708:14693
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:21796:15410
chr6,152785804,152785994,191,+,2:2,29:50,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:23835:18489
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:10286:18597
chr6,152785804,152785994,191,+,2:2,30:52,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:5754:18950
chr6,152785804,152785994,191,+,2:2,22:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:28483:20408
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:18909:22107
chr3,89995557,89995869,313,+,1:1,52:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:25124:22204
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:18206:22701
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1103:4876:23210
chr6,152785804,152785994,191,+,2:2,32:55,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:24243:6423
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:5100:6718
chr3,89995557,89995869,313,+,1:1,81:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:6954:7273
chr3,89995557,89995869,313,+,1:1,58:28,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:19303:10396
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:21406:11128
chr6,152785804,152785994,191,+,2:2,21:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:28930:13642
chr3,89995557,89995869,313,+,1:1,58:25,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:22832:16465
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:6122:23010
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1104:18174:26260
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:16000:4372
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:12561:4646
chr3,89995557,89995869,313,+,1:1,58:22,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:16792:5227
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:11500:6910
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:18371:14153
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:10427:14675
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:24833:15591
chr6,152785804,152785994,191,+,2:2,13:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:5057:17767
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1105:23569:26260
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:12645:6418
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:7962:7495
chr3,89995557,89995869,313,+,1:1,87:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:10479:8201
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:9571:13068
chr3,89995557,89995869,313,+,1:1,66:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:28302:14229
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:21113:16651
chr3,89995557,89995869,313,+,1:1,58:68,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:9167:16846
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:28976:18367
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:9498:19418
chr3,89995557,89995869,313,+,1:1,79:7,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:26955:19575
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:18584:21661
chr6,152785804,152785994,191,+,2:2,78:62,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:26078:21719
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:15345:21814
chr3,89995557,89995869,313,+,1:1,40:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:22834:24449
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:17576:24609
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:19560:24650
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:18562:25140
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:11619:25920
chr6,152785804,152785994,191,+,2:2,21:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:19937:26995
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:12586:27069
chr6,152785804,152785994,191,+,2:2,9:57,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1106:16612:28612
chr3,89995557,89995869,313,+,1:1,55:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:14216:4999
chr6,152785804,152785994,191,+,2:2,22:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:14506:8569
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:13518:10613
chr6,152785804,152785994,191,+,2:2,24:65,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:17608:11114
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:7628:12446
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:9101:12846
chr6,152785804,152785994,191,+,2:2,24:39,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:20054:15373
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:7387:16331
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:10931:16535
chr3,89995557,89995869,313,+,1:1,54:6,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:26635:17515
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:26295:18270
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:19807:19502
chr6,152785804,152785994,191,+,2:2,8:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:18710:21602
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1107:21751:23603
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:11972:2990
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:19730:3284
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:8840:8210
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:14136:11656
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:5784:15089
chr3,89995557,89995869,313,+,1:1,43:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:17518:17148
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:25144:18417
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:10425:19309
chr3,89995557,89995869,313,+,1:1,58:9,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:8571:21868
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:24005:22074
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:12104:22937
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:21029:22944
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1108:12880:25108
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:16099:4946
chr3,89995557,89995869,313,+,1:1,58:14,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:11904:8423
chr3,89995557,89995869,313,+,1:1,38:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:13102:9632
chr3,89995557,89995869,313,+,1:1,72:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:21530:10665
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:27244:12287
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:23099:12671
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:24025:13193
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:24198:15898
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:23697:16096
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:23382:16459
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:26936:18674
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:14697:19907
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:18329:20050
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:15847:20086
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:10246:20947
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1109:20011:22369
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:18148:3646
chr3,89995557,89995869,313,+,1:1,44:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:20413:3895
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:22502:5491
chr3,89995557,89995869,313,+,1:1,60:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:17168:6058
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:9578:10343
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:18810:10999
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:9156:11075
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:2830:11093
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:11979:13516
chr3,89995557,89995869,313,+,1:1,58:8,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:19015:14284
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:7718:15446
chr6,152785804,152785994,191,+,2:2,21:35,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:25010:15556
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:19825:19155
chr3,89995557,89995869,313,+,1:1,90:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:24402:19281
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:12919:20648
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:14327:20806
chr3,89995557,89995869,313,+,1:1,86:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:13438:22649
chr6,152785804,152785994,191,+,2:2,14:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1110:13518:25630
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:19129:2670
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:12178:3303
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:21206:6297
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:13552:7450
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:17126:8720
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:20012:10095
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:28328:10261
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:20001:10732
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:6643:10977
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:24051:13878
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:10588:17043
chr3,89995557,89995869,313,+,1:1,58:12,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:10388:17306
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:15247:18020
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:11722:23946
chr6,152785804,152785994,191,+,2:2,22:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:25577:24550
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:17004:25477
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:17232:27227
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1111:18176:27671
chr6,152785804,152785994,191,+,2:2,35:58,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:19267:3800
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:23626:5627
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:13620:7168
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:14030:8337
chr3,89995557,89995869,313,+,1:1,73:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:22325:12464
chr3,89995557,89995869,313,+,1:1,55:7,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:14910:16520
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:12510:17173
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:25940:17615
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:19101:18075
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:22948:19163
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:19072:21765
chr6,152785804,152785994,191,+,2:2,25:46,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:26270:22089
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:15073:23730
chr6,152785804,152785994,191,+,2:2,20:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:7091:25235
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:20291:25293
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:17144:28247
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1112:14107:28874
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:16088:3690
chr3,89995557,89995869,313,+,1:1,76:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:10528:4074
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:15561:6617
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:25485:7503
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:13565:10275
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:13812:12069
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:20459:12830
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:20678:12988
chr3,89995557,89995869,313,+,1:1,59:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:19997:13307
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:17712:13712
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:23883:13801
chr3,89995557,89995869,313,+,1:1,58:29,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:7945:14048
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:22861:15394
chr3,89995557,89995869,313,+,1:1,65:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:24059:16384
chr3,89995557,89995869,313,+,1:1,47:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:2532:18034
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:27926:18866
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:18850:19084
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:28145:20393
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:7207:21520
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1113:11031:23585
chr3,89995557,89995869,313,+,1:1,58:27,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:19457:3605
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:19064:7419
chr6,152785804,152785994,191,+,2:2,21:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:10850:8581
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:27635:12493
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:13167:16441
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:12694:18247
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:12677:19756
chr6,152785804,152785994,191,+,2:2,28:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:20315:22037
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:1114:13396:26974
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:15106:11540
chr3,89995557,89995869,313,+,1:1,58:26,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:19542:14036
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:19665:14261
chr3,89995557,89995869,313,+,1:1,74:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:14127:17820
chr3,89995557,89995869,313,+,1:1,53:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:22474:19228
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:10407:21065
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:9387:21960
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:23357:23959
chr3,89995557,89995869,313,+,1:1,41:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:11023:24712
chr6,152785804,152785994,191,+,2:2,18:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2101:10622:27066
chr6,152785804,152785994,191,+,2:2,5:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:22952:3453
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:12081:4725
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:6556:7281
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:16485:8024
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:13260:8264
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:8947:14492
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:23943:15151
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:26982:15448
chr3,89995557,89995869,313,+,1:1,50:12,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:19720:15776
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:23006:16305
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:14158:18192
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:12060:18883
chr6,152785804,152785994,191,+,2:2,6:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:28078:19014
chr3,89995557,89995869,313,+,1:1,63:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:9295:20519
chr3,89995557,89995869,313,+,1:1,58:19,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:12962:22060
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:9885:22994
chr3,89995557,89995869,313,+,1:1,85:67,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:23099:23072
chr6,152785804,152785994,191,+,2:2,24:40,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:15952:24427
chr3,89995557,89995869,313,+,1:1,84:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:18105:24941
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2102:10367:25895
chr6,152785804,152785994,191,+,2:2,22:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:7597:7223
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:21515:11955
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:7906:12083
chr6,152785804,152785994,191,+,2:2,31:53,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:6608:15822
chr3,89995557,89995869,313,+,1:1,58:66,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:19649:16930
chr6,152785804,152785994,191,+,2:2,24:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:11444:17920
chr3,89995557,89995869,313,+,1:1,68:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:12041:20683
chr3,89995557,89995869,313,+,1:1,58:16,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:17571:21803
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2103:4845:22096
chr6,152785804,152785994,191,+,2:2,25:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2104:7809:8454
chr3,89995557,89995869,313,+,1:1,58:5,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2104:17183:10756
chr6,152785804,152785994,191,+,2:2,89:60,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2104:22462:11501
chr3,89995557,89995869,313,+,1:1,58:4,UntreatedControl-neg-3,M00281:187:000000000-B23R9:1:2104:17485:11566
