"seqnames","start","end","width","strand","specimen","refgenome","patient","celltype","timepoint","count","posid","estAbund","relAbund","relRank","in_gene","in_geneOrt","nearest_geneDist","nearest_gene","nearest_geneOrt","gene_id_wo_annot","gene_id"
"chr17",59933293,59933293,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17+59933293",2,0.000130250732660371,2272,"RPS6KB1","+",-17132,"RPS6KB1","+","RPS6KB1","RPS6KB1*"
"chr17",60067378,60067378,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",13,"chr17-60067378",1,6.51253663301856e-05,6853,"HEATR6","-",11553,"HEATR6","-","HEATR6","HEATR6*"
"chr17",60467381,60467381,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",267,"chr17-60467381",2,0.000130250732660371,2272,"APPBP2","-",-24233,"APPBP2","-","APPBP2","APPBP2*"
"chr17",60477677,60477677,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",383,"chr17-60477677",2,0.000130250732660371,2272,"APPBP2","-",-34529,"APPBP2","-","APPBP2","APPBP2*"
"chr17",60488589,60488589,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1112,"chr17-60488589",3,0.000195376098990557,1290,"APPBP2","-",37651,"APPBP2","-","APPBP2","APPBP2*"
"chr17",60499142,60499142,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",92,"chr17+60499142",3,0.000195376098990557,1290,"APPBP2","-",27098,"APPBP2","-","APPBP2","APPBP2*"
"chr17",61163080,61163080,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",151,"chr17+61163080",2,0.000130250732660371,2272,"BCAS3","+",-229758,"BCAS3","+","BCAS3","BCAS3*~"
"chr17",61163253,61163253,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-61163253",1,6.51253663301856e-05,6853,"BCAS3","+",-229585,"BCAS3","+","BCAS3","BCAS3*~"
"chr17",61270320,61270320,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+61270320",1,6.51253663301856e-05,6853,"BCAS3","+",-122518,"BCAS3","+","BCAS3","BCAS3*~"
"chr17",61668611,61668611,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+61668611",1,6.51253663301856e-05,6853,"FALSE",NA,10574,"BRIP1","-","BRIP1","BRIP1~"
"chr17",61797877,61797877,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1073,"chr17-61797877",4,0.000260501465320742,836,"BRIP1","-",65682,"BRIP1","-","BRIP1","BRIP1*~"
"chr17",61870923,61870923,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",252,"chr17+61870923",1,6.51253663301856e-05,6853,"INTS2","-",-5557,"INTS2","-","INTS2","INTS2*"
"chr17",61946964,61946964,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",759,"chr17-61946964",9,0.00058612829697167,202,"MED13","-",-4360,"MED13","-","MED13","MED13*"
"chr17",61967487,61967487,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-61967487",1,6.51253663301856e-05,6853,"MED13","-",-24883,"MED13","-","MED13","MED13*"
"chr17",61974052,61974052,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",39,"chr17-61974052",2,0.000130250732660371,2272,"MED13","-",-31448,"MED13","-","MED13","MED13*"
"chr17",61975650,61975650,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",525,"chr17-61975650",3,0.000195376098990557,1290,"MED13","-",-33046,"MED13","-","MED13","MED13*"
"chr17",61998084,61998084,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",451,"chr17-61998084",4,0.000260501465320742,836,"MED13","-",-55480,"MED13","-","MED13","MED13*"
"chr17",62138290,62138290,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",5,"chr17+62138290",1,6.51253663301856e-05,6853,"FALSE",NA,-73008,"MED13","-","MED13","MED13"
"chr17",62165922,62165922,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-62165922",1,6.51253663301856e-05,6853,"FALSE",NA,98783,"TBC1D3P2","-","TBC1D3P2","TBC1D3P2"
"chr17",62784557,62784557,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-62784557",1,6.51253663301856e-05,6853,"MARCH10","-",22096,"MARCH10","-","MARCH10","MARCH10*"
"chr17",62805733,62805733,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+62805733",1,6.51253663301856e-05,6853,"MARCH10","-",920,"MARCH10","-","MARCH10","MARCH10*"
"chr17",63015352,63015352,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",516,"chr17-63015352",1,6.51253663301856e-05,6853,"TANC2","+",5816,"TANC2","+","TANC2","TANC2*"
"chr17",63100473,63100473,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",150,"chr17+63100473",1,6.51253663301856e-05,6853,"TANC2","+",90937,"TANC2","+","TANC2","TANC2*"
"chr17",63287813,63287813,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-63287813",1,6.51253663301856e-05,6853,"TANC2","+",-139893,"TANC2","+","TANC2","TANC2*"
"chr17",63724991,63724991,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",361,"chr17-63724991",3,0.000195376098990557,1290,"STRADA","-",16979,"STRADA","-","STRADA","STRADA*"
"chr17",63746976,63746976,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",87,"chr17+63746976",1,6.51253663301856e-05,6853,"CCDC47","-",-1727,"CCDC47","-","CCDC47","CCDC47*"
"chr17",63778832,63778832,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",11,"chr17+63778832",1,6.51253663301856e-05,6853,"DDX42","+",4644,"DDX42","+","DDX42","DDX42*"
"chr17",63791079,63791079,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1310,"chr17+63791079",4,0.000260501465320742,836,"DDX42","+",16891,"DDX42","+","DDX42","DDX42*"
"chr17",64110676,64110676,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17-64110676",1,6.51253663301856e-05,6853,"ERN1","-",19466,"ERN1","-","ERN1","ERN1*"
"chr17",64475854,64475854,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",6,"chr17-64475854",1,6.51253663301856e-05,6853,"FALSE",NA,1930,"POLG2","-","POLG2","POLG2"
"chr17",64484038,64484038,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",6755,"chr17-64484038",43,0.00280039075219798,15,"POLG2","-",-6254,"POLG2","-","POLG2","POLG2*"
"chr17",64491367,64491367,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",311,"chr17+64491367",2,0.000130250732660371,2272,"POLG2","-",5699,"POLG2","-","POLG2","POLG2*"
"chr17",64546718,64546718,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",3438,"chr17-64546718",27,0.00175838489091501,35,"SMURF2","-",-2102,"SMURF2","-","SMURF2","SMURF2*"
"chr17",64619672,64619672,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr17+64619672",1,6.51253663301856e-05,6853,"SMURF2","-",42596,"SMURF2","-","SMURF2","SMURF2*"
"chr17",65024535,65024535,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",134,"chr17+65024535",1,6.51253663301856e-05,6853,"GNA13","-",-15247,"GNA13","-","GNA13","GNA13*"
"chr17",65040014,65040014,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",131,"chr17+65040014",1,6.51253663301856e-05,6853,"GNA13","-",15760,"GNA13","-","GNA13","GNA13*"
"chr17",65047869,65047869,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",416,"chr17+65047869",1,6.51253663301856e-05,6853,"GNA13","-",7905,"GNA13","-","GNA13","GNA13*"
"chr17",65048643,65048643,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",577,"chr17-65048643",2,0.000130250732660371,2272,"GNA13","-",7131,"GNA13","-","GNA13","GNA13*"
"chr17",66164437,66164437,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+66164437",1,6.51253663301856e-05,6853,"CEP112","-",27432,"CEP112","-","CEP112","CEP112*"
"chr17",66307953,66307953,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",753,"chr17+66307953",1,6.51253663301856e-05,6853,"PRKCA","+",5146,"PRKCA","+","PRKCA","PRKCA*"
"chr17",66376861,66376861,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",13,"chr17-66376861",1,6.51253663301856e-05,6853,"PRKCA","+",74054,"PRKCA","+","PRKCA","PRKCA*"
"chr17",66565929,66565929,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",117,"chr17-66565929",2,0.000130250732660371,2272,"PRKCA","+",-244815,"PRKCA","+","PRKCA","PRKCA*"
"chr17",66736382,66736382,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",298,"chr17+66736382",7,0.000455877564311299,313,"PRKCA","+",-74362,"PRKCA","+","PRKCA","PRKCA*"
"chr17",67113548,67113548,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",73,"chr17-67113548",6,0.000390752197981114,417,"HELZ","-",-43111,"HELZ","-","HELZ","HELZ*"
"chr17",67213034,67213034,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",13,"chr17-67213034",1,6.51253663301856e-05,6853,"HELZ","-",32169,"HELZ","-","HELZ","HELZ*"
"chr17",67405748,67405748,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+67405748",1,6.51253663301856e-05,6853,"PITPNC1","+",28468,"PITPNC1","+","PITPNC1","PITPNC1*"
"chr17",67479794,67479794,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",168,"chr17-67479794",1,6.51253663301856e-05,6853,"PITPNC1","+",102514,"PITPNC1","+","PITPNC1","PITPNC1*"
"chr17",67601016,67601016,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",82,"chr17+67601016",1,6.51253663301856e-05,6853,"PITPNC1","+",-96247,"PITPNC1","+","PITPNC1","PITPNC1*"
"chr17",68646910,68646910,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-68646910",1,6.51253663301856e-05,6853,"LINC01482","+",18757,"LINC01482","+","LINC01482","LINC01482*"
"chr17",68770141,68770141,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+68770141",1,6.51253663301856e-05,6853,"FALSE",NA,90535,"LINC01482","+","LINC01482","LINC01482"
"chr17",72013591,72013591,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+72013591",1,6.51253663301856e-05,6853,"FALSE",NA,8259,"LINC02095","-","LINC02095","LINC02095"
"chr17",72417402,72417402,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",9,"chr17-72417402",1,6.51253663301856e-05,6853,"LINC00673","-",-14005,"LINC00673","-","LINC00673","LINC00673*"
"chr17",73022388,73022388,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+73022388",1,6.51253663301856e-05,6853,"SLC39A11","-",70326,"SLC39A11","-","SLC39A11","SLC39A11*"
"chr17",73471391,73471391,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",5,"chr17+73471391",1,6.51253663301856e-05,6853,"SDK2","-",-137008,"SDK2","-","SDK2","SDK2*"
"chr17",73817311,73817311,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+73817311",1,6.51253663301856e-05,6853,"LINC00469","-",11226,"LINC00469","-","LINC00469","LINC00469*"
"chr17",74579816,74579816,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-74579816",1,6.51253663301856e-05,6853,"FALSE",NA,155,"CD300LD","-","CD300LD","CD300LD"
"chr17",74640690,74640690,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-74640690",1,6.51253663301856e-05,6853,"FALSE",NA,-16932,"CD300E","-","CD300E","CD300E"
"chr17",74645852,74645852,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+74645852",1,6.51253663301856e-05,6853,"FALSE",NA,-22094,"CD300E","-","CD300E","CD300E"
"chr17",75148468,75148468,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",24,"chr17-75148468",3,0.000195376098990557,1290,"HN1","-",4825,"HN1","-","HN1","HN1*"
"chr17",75172815,75172815,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-75172815",1,6.51253663301856e-05,6853,"SUMO2","-",-5086,"SUMO2","-","SUMO2","SUMO2*"
"chr17",75178815,75178815,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",5,"chr17-75178815",1,6.51253663301856e-05,6853,"SUMO2","-",4188,"SUMO2","-","SUMO2","SUMO2*"
"chr17",75209873,75209873,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",13,"chr17+75209873",1,6.51253663301856e-05,6853,"NUP85","+",4424,"NUP85","+","NUP85","NUP85*"
"chr17",75359694,75359694,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr17-75359694",1,6.51253663301856e-05,6853,"GRB2","-",-41619,"GRB2","-","GRB2","GRB2*~"
"chr17",75380280,75380280,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",136,"chr17-75380280",1,6.51253663301856e-05,6853,"GRB2","-",25428,"GRB2","-","GRB2","GRB2*~"
"chr17",75464652,75464652,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",91,"chr17+75464652",3,0.000195376098990557,1290,"TMEM94","+",8189,"TMEM94","+","TMEM94","TMEM94*"
"chr17",75484852,75484852,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",4,"chr17-75484852",1,6.51253663301856e-05,6853,"TMEM94","+",8355,"TMEM94","+","TMEM94","TMEM94*"
"chr17",75529450,75529450,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",70,"chr17+75529450",1,6.51253663301856e-05,6853,"LLGL2","+",3749,"LLGL2","+","LLGL2","LLGL2*"
"chr17",75674686,75674686,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17+75674686",1,6.51253663301856e-05,6853,"SAP30BP","+",7571,"SAP30BP","+","SAP30BP","SAP30BP*"
"chr17",75701579,75701579,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",217,"chr17+75701579",4,0.000260501465320742,836,"SAP30BP","+",-6483,"SAP30BP","+","SAP30BP","SAP30BP*"
"chr17",75794175,75794175,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",296,"chr17-75794175",2,0.000130250732660371,2272,"UNK","+",-23,"UNK","+","UNK","UNK*"
"chr17",75795355,75795355,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-75795355",1,6.51253663301856e-05,6853,"UNK","+",10517,"UNK","+","UNK","UNK*"
"chr17",75853185,75853185,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-75853185",1,6.51253663301856e-05,6853,"WBP2","-",2235,"WBP2","-","WBP2","WBP2*"
"chr17",75995869,75995869,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+75995869",1,6.51253663301856e-05,6853,"TEN1,TEN1-CDK3","+",-4717,"TEN1","+","TEN1","TEN1*"
"chr17",76051477,76051477,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",345,"chr17-76051477",3,0.000195376098990557,1290,"SRP68","-",2179,"SRP68","-","SRP68","SRP68*"
"chr17",76062500,76062500,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1379,"chr17-76062500",12,0.000781504395962227,136,"SRP68","-",10026,"SRP68","-","SRP68","SRP68*"
"chr17",76062511,76062511,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",3,"chr17-76062511",2,0.000130250732660371,2272,"SRP68","-",10015,"SRP68","-","SRP68","SRP68*"
"chr17",76063169,76063169,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1664,"chr17-76063169",2,0.000130250732660371,2272,"SRP68","-",9357,"SRP68","-","SRP68","SRP68*"
"chr17",76069096,76069096,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",887,"chr17-76069096",5,0.000325626831650928,563,"SRP68","-",3430,"SRP68","-","SRP68","SRP68*"
"chr17",76069373,76069373,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",13,"chr17-76069373",1,6.51253663301856e-05,6853,"SRP68","-",3153,"SRP68","-","SRP68","SRP68*"
"chr17",76188781,76188781,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",30,"chr17-76188781",1,6.51253663301856e-05,6853,"RNF157","-",-46329,"RNF157","-","RNF157","RNF157*~"
"chr17",76202273,76202273,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",58,"chr17-76202273",2,0.000130250732660371,2272,"RNF157","-",38036,"RNF157","-","RNF157","RNF157*~"
"chr17",76213648,76213648,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",64,"chr17-76213648",1,6.51253663301856e-05,6853,"RNF157","-",26661,"RNF157","-","RNF157","RNF157*~"
"chr17",76217965,76217965,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17+76217965",1,6.51253663301856e-05,6853,"RNF157","-",22344,"RNF157","-","RNF157","RNF157*~"
"chr17",76220356,76220356,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",9157,"chr17-76220356",28,0.0018235102572452,32,"RNF157","-",19953,"RNF157","-","RNF157","RNF157*~"
"chr17",76234733,76234733,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",130,"chr17-76234733",2,0.000130250732660371,2272,"RNF157","-",5576,"RNF157","-","RNF157","RNF157*~"
"chr17",76235965,76235965,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",423,"chr17-76235965",2,0.000130250732660371,2272,"RNF157","-",4344,"RNF157","-","RNF157","RNF157*~"
"chr17",76250018,76250018,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-76250018",1,6.51253663301856e-05,6853,"FALSE",NA,-9707,"RNF157","-","RNF157","RNF157~"
"chr17",76310362,76310362,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",124,"chr17+76310362",2,0.000130250732660371,2272,"FALSE",NA,373,"PRPSAP1","-","PRPSAP1","PRPSAP1"
"chr17",76320818,76320818,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+76320818",1,6.51253663301856e-05,6853,"PRPSAP1","-",-10032,"PRPSAP1","-","PRPSAP1","PRPSAP1*"
"chr17",76765714,76765714,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-76765714",1,6.51253663301856e-05,6853,"MFSD11","+",-13540,"MFSD11","+","MFSD11","MFSD11*"
"chr17",77038506,77038506,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-77038506",1,6.51253663301856e-05,6853,"FALSE",NA,-50136,"SNHG20,SEC14L1","+","SNHG20","SNHG20"
"chr17",77165026,77165026,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",295,"chr17+77165026",5,0.000325626831650928,563,"SEC14L1","+",24104,"SEC14L1","+","SEC14L1","SEC14L1*"
"chr17",77337472,77337472,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17-77337472",1,6.51253663301856e-05,6853,"SEPT9","+",17958,"SEPT9","+","SEPT9","SEPT9*~"
"chr17",77340290,77340290,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",188,"chr17+77340290",4,0.000260501465320742,836,"SEPT9","+",20776,"SEPT9","+","SEPT9","SEPT9*~"
"chr17",77465230,77465230,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",8,"chr17-77465230",1,6.51253663301856e-05,6853,"SEPT9","+",11238,"SEPT9","+","SEPT9","SEPT9*~"
"chr17",77565009,77565009,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17-77565009",1,6.51253663301856e-05,6853,"LOC100507351","+",-12,"LOC100507351","+","LOC100507351","LOC100507351*"
"chr17",77903582,77903582,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+77903582",1,6.51253663301856e-05,6853,"FALSE",NA,-19495,"LINC01973","-","LINC01973","LINC01973"
"chr17",77974935,77974935,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",728,"chr17-77974935",1,6.51253663301856e-05,6853,"FALSE",NA,-29301,"TNRC6C","+","TNRC6C","TNRC6C"
"chr17",77989040,77989040,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17+77989040",1,6.51253663301856e-05,6853,"FALSE",NA,-15196,"TNRC6C","+","TNRC6C","TNRC6C"
"chr17",77990640,77990640,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",78,"chr17+77990640",3,0.000195376098990557,1290,"FALSE",NA,-13596,"TNRC6C","+","TNRC6C","TNRC6C"
"chr17",78002020,78002020,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",369,"chr17+78002020",1,6.51253663301856e-05,6853,"FALSE",NA,-2216,"TNRC6C","+","TNRC6C","TNRC6C"
"chr17",78041656,78041656,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",572,"chr17-78041656",2,0.000130250732660371,2272,"TNRC6C","+",37420,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78042234,78042234,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1354,"chr17-78042234",6,0.000390752197981114,417,"TNRC6C","+",37998,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78046276,78046276,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",174,"chr17+78046276",1,6.51253663301856e-05,6853,"TNRC6C","+",42040,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78060230,78060230,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",12,"chr17+78060230",1,6.51253663301856e-05,6853,"TNRC6C","+",-48605,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78061128,78061128,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",291,"chr17+78061128",2,0.000130250732660371,2272,"TNRC6C","+",-47707,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78068947,78068947,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",456,"chr17+78068947",2,0.000130250732660371,2272,"TNRC6C","+",-39888,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78070493,78070493,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1,"chr17+78070493",1,6.51253663301856e-05,6853,"TNRC6C","+",-38342,"TNRC6C","+","TNRC6C","TNRC6C*"
"chr17",78139560,78139560,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",45,"chr17+78139560",3,0.000195376098990557,1290,"TMC8","+",-3408,"TMC8","+","TMC8","TMC8*"
"chr17",78196355,78196355,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1244,"chr17+78196355",3,0.000195376098990557,1290,"AFMID","+",-1205,"AFMID","+","AFMID","AFMID*"
"chr17",78395295,78395295,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",817,"chr17+78395295",5,0.000325626831650928,563,"PGS1","+",16678,"PGS1","+","PGS1","PGS1*"
"chr17",78395728,78395728,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1092,"chr17+78395728",11,0.000716379029632042,153,"PGS1","+",17111,"PGS1","+","PGS1","PGS1*"
"chr17",78695856,78695856,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1182,"chr17-78695856",4,0.000260501465320742,836,"CYTH1","-",21176,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78711543,78711543,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",356,"chr17-78711543",2,0.000130250732660371,2272,"CYTH1","-",5489,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78729516,78729516,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",2,"chr17-78729516",1,6.51253663301856e-05,6853,"CYTH1","-",52826,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78749733,78749733,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",115,"chr17+78749733",2,0.000130250732660371,2272,"CYTH1","-",32609,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78755488,78755488,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",16,"chr17-78755488",1,6.51253663301856e-05,6853,"CYTH1","-",26854,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78764401,78764401,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",310,"chr17-78764401",4,0.000260501465320742,836,"CYTH1","-",17941,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78835023,78835023,1,"+","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",252,"chr17+78835023",1,6.51253663301856e-05,6853,"USP36","-",5504,"USP36","-","USP36","USP36*"
"chr17",80268968,80268968,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",1048,"chr17-80268968",4,0.000260501465320742,836,"RNF213","+",8108,"RNF213","+","RNF213","RNF213*~"
"chr17",80270505,80270505,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",130,"chr17-80270505",1,6.51253663301856e-05,6853,"RNF213","+",9645,"RNF213","+","RNF213","RNF213*~"
"chr17",80299318,80299318,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",896,"chr17-80299318",1,6.51253663301856e-05,6853,"RNF213","+",-22144,"RNF213","+","RNF213","RNF213*~"
"chr17",80323283,80323283,1,"-","GTSP0568","hg38","p03712-03","Tcells:CAR+CD8+","d14",878,"chr17-80323283",1,6.51253663301856e-05,6853,"RNF213","+",62423,"RNF213","+","RNF213","RNF213*~"
